,ID,Pred
0,2023_1104_1112,0.528262806754076
1,2023_1104_1113,0.8703554733687566
2,2023_1112_1113,0.8110595546072619
3,2023_1104_1116,0.6957623056198757
4,2023_1112_1116,0.5993903836102891
5,2023_1113_1116,0.28421433805017027
6,2023_1104_1120,0.700934512038231
7,2023_1112_1120,0.6191837638554855
8,2023_1113_1120,0.3040599286271446
9,2023_1116_1120,0.4867818457481134
10,2023_1104_1124,0.6254713542677331
11,2023_1112_1124,0.5703066789151238
12,2023_1113_1124,0.23595870446674727
13,2023_1116_1124,0.38570572297626904
14,2023_1120_1124,0.32837015024531896
15,2023_1104_1129,0.8116175351244519
16,2023_1112_1129,0.6941842848209889
17,2023_1113_1129,0.37069905170747236
18,2023_1116_1129,0.516670918863667
19,2023_1120_1129,0.5122294220842365
20,2023_1124_1129,0.6181169747518993
21,2023_1104_1158,0.8515613848334953
22,2023_1112_1158,0.68584428721315
23,2023_1113_1158,0.5836007918814402
24,2023_1116_1158,0.5532882140525978
25,2023_1120_1158,0.5920434493044076
26,2023_1124_1158,0.6741213365483977
27,2023_1129_1158,0.5506650593089638
28,2023_1104_1159,0.8431398001419281
29,2023_1112_1159,0.8443692601420191
30,2023_1113_1159,0.4774864086951122
31,2023_1116_1159,0.6634130658653327
32,2023_1120_1159,0.6802439420484003
33,2023_1124_1159,0.7612012044436639
34,2023_1129_1159,0.5488332026490165
35,2023_1158_1159,0.49597738154773424
36,2023_1104_1163,0.4996800540062148
37,2023_1112_1163,0.40756454934623154
38,2023_1113_1163,0.14947658492448465
39,2023_1116_1163,0.3324829404913819
40,2023_1120_1163,0.2948091144736635
41,2023_1124_1163,0.3852181633834295
42,2023_1129_1163,0.25040121832744494
43,2023_1158_1163,0.23875526971505964
44,2023_1159_1163,0.12791057812848416
45,2023_1104_1166,0.5864517577859356
46,2023_1112_1166,0.5928505128718059
47,2023_1113_1166,0.2534031237435078
48,2023_1116_1166,0.46139041622964655
49,2023_1120_1166,0.3799755198764388
50,2023_1124_1166,0.5131161744291565
51,2023_1129_1166,0.2984534300363597
52,2023_1158_1166,0.3339359071235637
53,2023_1159_1166,0.20548082618776756
54,2023_1163_1166,0.5809350566431133
55,2023_1104_1179,0.8439486194397643
56,2023_1112_1179,0.7817553275621881
57,2023_1113_1179,0.5471289729037716
58,2023_1116_1179,0.5568926592677984
59,2023_1120_1179,0.5758724858919383
60,2023_1124_1179,0.5828372361772627
61,2023_1129_1179,0.515970026442407
62,2023_1158_1179,0.48413441166454274
63,2023_1159_1179,0.3231076143183548
64,2023_1163_1179,0.7217217439379096
65,2023_1166_1179,0.6281845662162289
66,2023_1104_1181,0.6149236665994815
67,2023_1112_1181,0.5488032129828371
68,2023_1113_1181,0.21385657902942162
69,2023_1116_1181,0.38221710146959403
70,2023_1120_1181,0.4223926854385005
71,2023_1124_1181,0.4606961163082706
72,2023_1129_1181,0.2796480297203187
73,2023_1158_1181,0.40027741300664677
74,2023_1159_1181,0.14911518958379352
75,2023_1163_1181,0.49391571717603316
76,2023_1166_1181,0.4602692667391506
77,2023_1179_1181,0.2604064589877908
78,2023_1104_1192,0.9267241391678055
79,2023_1112_1192,0.8359086465999884
80,2023_1113_1192,0.7652964402964493
81,2023_1116_1192,0.8228927051618691
82,2023_1120_1192,0.7902268382470164
83,2023_1124_1192,0.8737942626534
84,2023_1129_1192,0.8386717747516448
85,2023_1158_1192,0.8899971382714389
86,2023_1159_1192,0.8233673860925315
87,2023_1163_1192,0.9070520405157835
88,2023_1166_1192,0.8581572215937244
89,2023_1179_1192,0.826478963017277
90,2023_1181_1192,0.8842289174877312
91,2023_1104_1194,0.7323103686801036
92,2023_1112_1194,0.6363126278214832
93,2023_1113_1194,0.33319720855427565
94,2023_1116_1194,0.4933092524746782
95,2023_1120_1194,0.4744354021807024
96,2023_1124_1194,0.5837573037947293
97,2023_1129_1194,0.37098957000885197
98,2023_1158_1194,0.3256902762713469
99,2023_1159_1194,0.23305788721699833
100,2023_1163_1194,0.6464866534714959
101,2023_1166_1194,0.6597457323457857
102,2023_1179_1194,0.3716442806175352
103,2023_1181_1194,0.5202634344839899
104,2023_1192_1194,0.10262318894961935
105,2023_1104_1202,0.8424735987760752
106,2023_1112_1202,0.7824250016061646
107,2023_1113_1202,0.5026327563969936
108,2023_1116_1202,0.6343570188182177
109,2023_1120_1202,0.6405308017630604
110,2023_1124_1202,0.7051620515029197
111,2023_1129_1202,0.5604980641917513
112,2023_1158_1202,0.4898780048735483
113,2023_1159_1202,0.38387501910848165
114,2023_1163_1202,0.8129746198577703
115,2023_1166_1202,0.64876501639692
116,2023_1179_1202,0.505862904317101
117,2023_1181_1202,0.7460450494982989
118,2023_1192_1202,0.1655874456925386
119,2023_1194_1202,0.6568150706615902
120,2023_1104_1211,0.5542037319982974
121,2023_1112_1211,0.4082778492636904
122,2023_1113_1211,0.13652423390397406
123,2023_1116_1211,0.2572134298640294
124,2023_1120_1211,0.27234642919888563
125,2023_1124_1211,0.29108743895099026
126,2023_1129_1211,0.216552786605995
127,2023_1158_1211,0.14622153961659784
128,2023_1159_1211,0.140842123086225
129,2023_1163_1211,0.43488117086205086
130,2023_1166_1211,0.3082654798503741
131,2023_1179_1211,0.1518317164441291
132,2023_1181_1211,0.3369082192602911
133,2023_1192_1211,0.07613339774130934
134,2023_1194_1211,0.26371268054790287
135,2023_1202_1211,0.14267022785510908
136,2023_1104_1213,0.8814879057429241
137,2023_1112_1213,0.8839950210883315
138,2023_1113_1213,0.614165952118065
139,2023_1116_1213,0.7564870828068352
140,2023_1120_1213,0.7061421895946023
141,2023_1124_1213,0.8571971521245191
142,2023_1129_1213,0.6360710502055872
143,2023_1158_1213,0.5087504606137562
